,7 Low_beta,7 High_beta,7 Alpha,8 Low_beta,8 High_beta,8 Alpha,9 Low_beta,9 High_beta,9 Alpha,10 Low_beta,10 High_beta,10 Alpha,11 Low_beta,11 High_beta,11 Alpha,12 Low_beta,12 High_beta,12 Alpha,Label
0,8.9855951184,4.5947368647,17.4974587453,17.2502527279,8.64290888735,33.4942215092,18.9925669519,9.49309793996,35.8374390549,15.8668331138,8.10430269041,29.9480537068,17.1925979553,8.85495823854,32.0865511384,13.6824350034,7.64101064661,25.9977333486,1
1,0.454570139083,0.376543907891,0.719675675196,0.462004589344,0.553938448492,0.919164726699,0.140134635824,0.196445143952,0.363563559072,0.475830985996,0.595549303616,0.344165004815,0.297370798134,0.451187912151,0.231154857737,1.16032401567,1.08676500962,1.05925371812,1
2,0.454570139083,0.376543907891,0.719675675196,0.462004589344,0.553938448492,0.919164726699,0.140134635824,0.196445143952,0.363563559072,0.475830985996,0.595549303616,0.344165004815,0.297370798134,0.451187912151,0.231154857737,1.16032401567,1.08676500962,1.05925371812,1
3,0.454570139083,0.376543907891,0.719675675196,0.462004589344,0.553938448492,0.919164726699,0.140134635824,0.196445143952,0.363563559072,0.475830985996,0.595549303616,0.344165004815,0.297370798134,0.451187912151,0.231154857737,1.16032401567,1.08676500962,1.05925371812,1
4,0.555049756357,0.68922788147,0.984159519197,0.636202686686,0.94810933545,0.867767543836,0.124036578744,0.134677160384,0.412649144812,0.8026628024,0.58766452736,0.873361728568,0.51524606113,0.314171955307,0.398053749764,1.76763134513,1.10704127674,1.4990306315,1
5,0.670590752275,0.692987836186,0.506025996473,0.549751527394,1.23825948788,1.18750202521,0.132318501582,0.0998056529235,0.37259242366,0.671715021508,0.519439014892,0.958752425656,0.509511399577,0.34396525804,0.431604143004,1.40502424746,0.982418965988,1.10022102942,1
6,0.370054301535,0.303407128898,0.427167609877,0.317102816595,0.768164888349,0.804564251286,0.147531580176,0.0834146471395,0.393488615516,0.334729256545,0.510110364784,0.718662745137,0.289824414751,0.25097208051,0.304612194387,0.767462116901,0.874543391002,1.21177676815,1
7,0.304485146567,0.187778246592,0.306322263373,0.328116953514,0.672660633118,0.416696574048,0.406701219645,0.150305017072,0.342243566008,0.678703450496,0.570369176618,0.521748028154,0.419563058194,0.280782578422,0.22550287418,0.459160570684,0.766940380304,1.17047612041,1
8,0.36491857906,0.198574086071,0.151542437773,0.725484395993,0.509660798334,0.326807170084,0.384789640065,0.136533270057,0.232569779237,1.24925517897,0.693543136369,0.441943693361,0.578677455826,0.36091047316,0.296227517729,0.506537166111,0.651265169457,0.70231732586,1
9,0.428079842682,0.261947868916,0.240807210721,0.664437107342,0.225592840589,0.371403143072,0.144008064154,0.0875497459156,0.0904928833785,0.532936788228,0.408188467593,0.501637782913,0.233283712097,0.275643571547,0.233063674432,0.68786681611,0.818164885607,0.58149591065,1
10,0.428079842682,0.261947868916,0.240807210721,0.664437107342,0.225592840589,0.371403143072,0.144008064154,0.0875497459156,0.0904928833785,0.532936788228,0.408188467593,0.501637782913,0.233283712097,0.275643571547,0.233063674432,0.68786681611,0.818164885607,0.58149591065,1
11,0.428079842682,0.261947868916,0.240807210721,0.664437107342,0.225592840589,0.371403143072,0.144008064154,0.0875497459156,0.0904928833785,0.532936788228,0.408188467593,0.501637782913,0.233283712097,0.275643571547,0.233063674432,0.68786681611,0.818164885607,0.58149591065,1
12,0.428079842682,0.261947868916,0.240807210721,0.664437107342,0.225592840589,0.371403143072,0.144008064154,0.0875497459156,0.0904928833785,0.532936788228,0.408188467593,0.501637782913,0.233283712097,0.275643571547,0.233063674432,0.68786681611,0.818164885607,0.58149591065,1
13,0.303802920466,0.306767967709,0.257136175534,0.309067663752,0.257689420305,0.32105287092,0.113176999672,0.0854269086855,0.1447887461,0.244313504146,0.359469476626,0.402206643867,0.294903909946,0.234361961024,0.200301740874,0.525495295973,0.615122562849,0.554993323374,1
14,0.303802920466,0.306767967709,0.257136175534,0.309067663752,0.257689420305,0.32105287092,0.113176999672,0.0854269086855,0.1447887461,0.244313504146,0.359469476626,0.402206643867,0.294903909946,0.234361961024,0.200301740874,0.525495295973,0.615122562849,0.554993323374,1
15,0.303802920466,0.306767967709,0.257136175534,0.309067663752,0.257689420305,0.32105287092,0.113176999672,0.0854269086855,0.1447887461,0.244313504146,0.359469476626,0.402206643867,0.294903909946,0.234361961024,0.200301740874,0.525495295973,0.615122562849,0.554993323374,1
16,0.291650073885,0.222535837478,0.277492560594,0.244903321141,0.170493424655,0.267431713698,0.137507870645,0.104118443364,0.158853197226,0.135298051403,0.295758045656,0.502159136472,0.375299960137,0.274096038233,0.224540055021,0.58799974718,0.802613608905,0.948779135774,1
17,0.212602178787,0.24275426463,0.149069609463,0.166022391868,0.113891389708,0.17881873158,0.17927394144,0.0948554342065,0.153720185664,0.156577753309,0.393377375516,0.535147066152,0.372230891326,0.31919280108,0.196420187181,0.590737628763,0.709199060221,0.846173208836,1
