,7 Low_beta,7 High_beta,7 Alpha,7 Theta,7 Gamma,8 Low_beta,8 High_beta,8 Alpha,8 Theta,8 Gamma,9 Low_beta,9 High_beta,9 Alpha,9 Theta,9 Gamma,10 Low_beta,10 High_beta,10 Alpha,10 Theta,10 Gamma,11 Low_beta,11 High_beta,11 Alpha,11 Theta,11 Gamma,12 Low_beta,12 High_beta,12 Alpha,12 Theta,12 Gamma,Label
0,22.2460262366,12.9852354411,27.0743412742,72.0756808194,10.9784505726,17.0024620755,10.0040946977,29.8907208311,87.0420093889,4.97536786936,18.6759465429,9.84736270852,33.7462307731,97.3119480784,4.24345160216,17.5545820842,9.68028812445,36.0257722443,89.2335343563,3.92723960957,19.2849010908,11.0449119954,34.8164401126,93.2689266326,5.30079289027,32.3136044054,18.1506144161,46.5019465537,122.275705974,10.9455470104,1
1,6.77811723208,9.45969255556,5.23291103311,0.855924510378,8.87997166772,0.642716238408,1.47195744462,1.05495577462,0.735352548392,1.42251751483,0.630418067749,0.741651361958,0.876498734924,0.44573901331,0.567287330419,1.68936628611,0.616272513622,3.19785573001,1.13828383951,0.551848352433,2.04571928743,3.34627523688,2.64744864432,0.849323982862,2.00631113346,6.24109711584,8.78379588287,7.92519452734,3.15140930657,7.75494146861,1
2,5.46517687538,15.9482317953,5.59065430881,0.742430754036,11.5674234823,1.06695253003,1.42356637891,0.950250847223,0.493642836414,2.0239028449,0.948223816208,0.725844103554,0.682542922642,0.525597037395,0.581219616451,1.63729771245,0.827578368072,3.2091141976,0.848698598967,0.670296638984,0.925863895377,2.55921807026,1.9658255425,0.92155231118,2.19444116016,6.384422505,8.61924029081,8.41130812576,1.83210678187,11.0114000493,1
3,5.25460201595,18.4690635464,5.06942174929,1.1427683028,10.3743373727,1.01621023101,1.60959965046,0.730863856359,0.136836319474,2.40510358085,1.07965469878,0.610288939432,1.58776220566,0.300459339201,0.603618057725,1.71821361892,1.33000752748,4.09321391903,0.959449328946,0.612470081864,1.07345120803,1.20675624774,2.74339292095,0.818676872236,2.2762743717,4.95219881364,8.8093048075,7.41582854584,1.93573183959,8.81326452929,1
4,11.8645852193,14.7038840863,5.140015636,1.42186918195,8.30528414663,1.32830742686,2.43686964633,0.705119377765,0.204091144553,2.30714370028,1.42496594782,0.982228649266,2.05744010089,0.226610650206,0.802028384283,2.1436810874,0.986131082493,3.58500194097,0.980928418346,0.577582477347,2.26074953153,1.89178068516,2.50315154901,0.444303538854,2.06163728728,6.70207826285,11.2254152204,4.88237598899,0.905546268317,8.4761212032,1
5,16.9541281867,9.32870413443,6.97836685269,1.68128639988,5.68074163447,1.59816155578,2.22495922679,0.998155659161,0.210227388999,1.57034384081,1.66134384884,1.40882665982,1.37691016856,0.41087011531,0.657356043344,2.04906771268,0.866580306763,1.91680088188,0.926325680131,0.365363881595,2.49577089261,2.50676836695,1.64138149315,0.522746807787,1.64369389128,10.1926962069,9.45882685261,3.97880452651,1.88464459915,7.55875276114,1
6,16.9541281867,9.32870413443,6.97836685269,1.68128639988,5.68074163447,1.59816155578,2.22495922679,0.998155659161,0.210227388999,1.57034384081,1.66134384884,1.40882665982,1.37691016856,0.41087011531,0.657356043344,2.04906771268,0.866580306763,1.91680088188,0.926325680131,0.365363881595,2.49577089261,2.50676836695,1.64138149315,0.522746807787,1.64369389128,10.1926962069,9.45882685261,3.97880452651,1.88464459915,7.55875276114,1
7,16.9541281867,9.32870413443,6.97836685269,1.68128639988,5.68074163447,1.59816155578,2.22495922679,0.998155659161,0.210227388999,1.57034384081,1.66134384884,1.40882665982,1.37691016856,0.41087011531,0.657356043344,2.04906771268,0.866580306763,1.91680088188,0.926325680131,0.365363881595,2.49577089261,2.50676836695,1.64138149315,0.522746807787,1.64369389128,10.1926962069,9.45882685261,3.97880452651,1.88464459915,7.55875276114,1
8,16.9541281867,9.32870413443,6.97836685269,1.68128639988,5.68074163447,1.59816155578,2.22495922679,0.998155659161,0.210227388999,1.57034384081,1.66134384884,1.40882665982,1.37691016856,0.41087011531,0.657356043344,2.04906771268,0.866580306763,1.91680088188,0.926325680131,0.365363881595,2.49577089261,2.50676836695,1.64138149315,0.522746807787,1.64369389128,10.1926962069,9.45882685261,3.97880452651,1.88464459915,7.55875276114,1
9,9.36022673026,7.4668340383,9.93688070912,1.59436880075,4.76760484156,1.10914769619,2.25941812908,0.666166625556,0.263648279264,2.08566106516,1.29488248847,1.38784859694,0.973755340631,0.5694779044,0.758278868402,2.85958750468,0.812473917771,3.9623851153,1.69183419983,0.352590095291,2.34408036391,2.39203547954,2.09052170526,1.08184941096,1.68953235992,7.55864750568,9.16390718266,4.15914516987,4.91544884295,5.78203986537,1
